{'model_name': 'LSCNN', 'embedding_size': 64, 'hidden_size': 10, 'lstm_2_input_size': 100, 'lscnn_conv2_kernel': 3, 'lscnn_conv2_output_size': 20, 'lscnn_pool_kernel': 2, 'dropout_p': 0.1, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 23, 'future_day': 7, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.086258  rmse 0.1566  df(ActivateDay.Avg) 0.0653  MAE 0.0960
               valid loss 0.017752  rmse 0.1231  df(ActivateDay.Avg) 0.0808  MAE 0.0890
                test loss 0.016889  rmse 0.1200  df(ActivateDay.Avg) 0.1495  MAE 0.0869
      train: epoch 1 loss 0.053521  rmse 0.1234  df(ActivateDay.Avg) 0.0042  MAE 0.0858
               valid loss 0.017737  rmse 0.1230  df(ActivateDay.Avg) 0.1188  MAE 0.0831
                test loss 0.016868  rmse 0.1200  df(ActivateDay.Avg) 0.0552  MAE 0.0809
      train: epoch 2 loss 0.053179  rmse 0.1230  df(ActivateDay.Avg) 0.0057  MAE 0.0851
               valid loss 0.016892  rmse 0.1201  df(ActivateDay.Avg) 0.0863  MAE 0.0854
                test loss 0.016097  rmse 0.1172  df(ActivateDay.Avg) 0.1573  MAE 0.0835
      train: epoch 3 loss 0.051025  rmse 0.1205  df(ActivateDay.Avg) 0.0388  MAE 0.0819
               valid loss 0.016612  rmse 0.1191  df(ActivateDay.Avg) 0.1759  MAE 0.0831
                test loss 0.015746  rmse 0.1159  df(ActivateDay.Avg) 0.2447  MAE 0.0812
      train: epoch 4 loss 0.050014  rmse 0.1193  df(ActivateDay.Avg) 0.0399  MAE 0.0793
               valid loss 0.016617  rmse 0.1191  df(ActivateDay.Avg) 0.1356  MAE 0.0744
      train: epoch 5 loss 0.049553  rmse 0.1187  df(ActivateDay.Avg) 0.0364  MAE 0.0773
               valid loss 0.016383  rmse 0.1182  df(ActivateDay.Avg) 0.1502  MAE 0.0783
                test loss 0.015444  rmse 0.1148  df(ActivateDay.Avg) 0.2161  MAE 0.0760
      train: epoch 6 loss 0.049365  rmse 0.1185  df(ActivateDay.Avg) 0.0345  MAE 0.0759
               valid loss 0.016416  rmse 0.1184  df(ActivateDay.Avg) 0.2048  MAE 0.0804
      train: epoch 7 loss 0.048783  rmse 0.1178  df(ActivateDay.Avg) 0.0370  MAE 0.0753
               valid loss 0.016079  rmse 0.1171  df(ActivateDay.Avg) 0.0331  MAE 0.0725
                test loss 0.014968  rmse 0.1130  df(ActivateDay.Avg) 0.0215  MAE 0.0702
      train: epoch 8 loss 0.048233  rmse 0.1171  df(ActivateDay.Avg) 0.0366  MAE 0.0745
               valid loss 0.015906  rmse 0.1165  df(ActivateDay.Avg) 0.1244  MAE 0.0733
                test loss 0.014965  rmse 0.1130  df(ActivateDay.Avg) 0.1870  MAE 0.0712
      train: epoch 9 loss 0.047152  rmse 0.1158  df(ActivateDay.Avg) 0.0457  MAE 0.0718
               valid loss 0.015337  rmse 0.1144  df(ActivateDay.Avg) 0.1169  MAE 0.0661
                test loss 0.014472  rmse 0.1111  df(ActivateDay.Avg) 0.0738  MAE 0.0640
     train: epoch 10 loss 0.044169  rmse 0.1121  df(ActivateDay.Avg) 0.0360  MAE 0.0663
               valid loss 0.014171  rmse 0.1100  df(ActivateDay.Avg) 0.0583  MAE 0.0643
                test loss 0.013726  rmse 0.1082  df(ActivateDay.Avg) 0.1050  MAE 0.0635
     train: epoch 11 loss 0.043279  rmse 0.1110  df(ActivateDay.Avg) 0.0076  MAE 0.0637
               valid loss 0.014128  rmse 0.1098  df(ActivateDay.Avg) 0.0065  MAE 0.0612
                test loss 0.013552  rmse 0.1075  df(ActivateDay.Avg) 0.0345  MAE 0.0600
     train: epoch 12 loss 0.042878  rmse 0.1104  df(ActivateDay.Avg) 0.0137  MAE 0.0635
               valid loss 0.014029  rmse 0.1094  df(ActivateDay.Avg) 0.0235  MAE 0.0622
                test loss 0.013556  rmse 0.1076  df(ActivateDay.Avg) 0.0172  MAE 0.0614
     train: epoch 13 loss 0.042765  rmse 0.1103  df(ActivateDay.Avg) 0.0171  MAE 0.0636
               valid loss 0.014017  rmse 0.1094  df(ActivateDay.Avg) 0.0814  MAE 0.0644
                test loss 0.013521  rmse 0.1074  df(ActivateDay.Avg) 0.1216  MAE 0.0632
     train: epoch 14 loss 0.042550  rmse 0.1100  df(ActivateDay.Avg) 0.0227  MAE 0.0636
               valid loss 0.014049  rmse 0.1095  df(ActivateDay.Avg) 0.0399  MAE 0.0616
     train: epoch 15 loss 0.042476  rmse 0.1099  df(ActivateDay.Avg) 0.0192  MAE 0.0635
               valid loss 0.014049  rmse 0.1095  df(ActivateDay.Avg) 0.1182  MAE 0.0656
     train: epoch 16 loss 0.042379  rmse 0.1098  df(ActivateDay.Avg) 0.0220  MAE 0.0637
               valid loss 0.014005  rmse 0.1093  df(ActivateDay.Avg) 0.0017  MAE 0.0621
                test loss 0.013439  rmse 0.1071  df(ActivateDay.Avg) 0.0248  MAE 0.0606
     train: epoch 17 loss 0.042558  rmse 0.1100  df(ActivateDay.Avg) 0.0175  MAE 0.0635
               valid loss 0.014350  rmse 0.1107  df(ActivateDay.Avg) 0.0377  MAE 0.0624
     train: epoch 18 loss 0.042341  rmse 0.1097  df(ActivateDay.Avg) 0.0190  MAE 0.0634
               valid loss 0.013870  rmse 0.1088  df(ActivateDay.Avg) 0.0743  MAE 0.0646
                test loss 0.013436  rmse 0.1071  df(ActivateDay.Avg) 0.1133  MAE 0.0634
     train: epoch 19 loss 0.042466  rmse 0.1099  df(ActivateDay.Avg) 0.0226  MAE 0.0636
               valid loss 0.013905  rmse 0.1089  df(ActivateDay.Avg) 0.0037  MAE 0.0615
     train: epoch 20 loss 0.042569  rmse 0.1100  df(ActivateDay.Avg) 0.0136  MAE 0.0633
               valid loss 0.014541  rmse 0.1114  df(ActivateDay.Avg) 0.0249  MAE 0.0643
     train: epoch 21 loss 0.042478  rmse 0.1099  df(ActivateDay.Avg) 0.0139  MAE 0.0634
               valid loss 0.014246  rmse 0.1103  df(ActivateDay.Avg) 0.1933  MAE 0.0695
     train: epoch 22 loss 0.042421  rmse 0.1098  df(ActivateDay.Avg) 0.0218  MAE 0.0638
               valid loss 0.013896  rmse 0.1089  df(ActivateDay.Avg) 0.0887  MAE 0.0653
     train: epoch 23 loss 0.042357  rmse 0.1098  df(ActivateDay.Avg) 0.0218  MAE 0.0637
               valid loss 0.013863  rmse 0.1088  df(ActivateDay.Avg) 0.0162  MAE 0.0611
                test loss 0.013414  rmse 0.1070  df(ActivateDay.Avg) 0.0205  MAE 0.0598
     train: epoch 24 loss 0.042510  rmse 0.1100  df(ActivateDay.Avg) 0.0160  MAE 0.0634
               valid loss 0.013937  rmse 0.1091  df(ActivateDay.Avg) 0.0923  MAE 0.0645
     train: epoch 25 loss 0.042309  rmse 0.1097  df(ActivateDay.Avg) 0.0217  MAE 0.0634
               valid loss 0.014623  rmse 0.1117  df(ActivateDay.Avg) 0.2479  MAE 0.0547
     train: epoch 26 loss 0.042373  rmse 0.1098  df(ActivateDay.Avg) 0.0221  MAE 0.0640
               valid loss 0.013816  rmse 0.1086  df(ActivateDay.Avg) 0.0296  MAE 0.0629
                test loss 0.013392  rmse 0.1069  df(ActivateDay.Avg) 0.0649  MAE 0.0617
     train: epoch 27 loss 0.042230  rmse 0.1096  df(ActivateDay.Avg) 0.0251  MAE 0.0636
               valid loss 0.013863  rmse 0.1088  df(ActivateDay.Avg) 0.0057  MAE 0.0624
     train: epoch 28 loss 0.042154  rmse 0.1095  df(ActivateDay.Avg) 0.0168  MAE 0.0634
               valid loss 0.013901  rmse 0.1089  df(ActivateDay.Avg) 0.0556  MAE 0.0634
     train: epoch 29 loss 0.042326  rmse 0.1097  df(ActivateDay.Avg) 0.0149  MAE 0.0634
               valid loss 0.014065  rmse 0.1096  df(ActivateDay.Avg) 0.1160  MAE 0.0663
     train: epoch 30 loss 0.042506  rmse 0.1100  df(ActivateDay.Avg) 0.0292  MAE 0.0642
               valid loss 0.013889  rmse 0.1089  df(ActivateDay.Avg) 0.0413  MAE 0.0638
     train: epoch 31 loss 0.042057  rmse 0.1094  df(ActivateDay.Avg) 0.0174  MAE 0.0634
               valid loss 0.013890  rmse 0.1089  df(ActivateDay.Avg) 0.0051  MAE 0.0625
     train: epoch 32 loss 0.042073  rmse 0.1094  df(ActivateDay.Avg) 0.0251  MAE 0.0638
               valid loss 0.013881  rmse 0.1088  df(ActivateDay.Avg) 0.0584  MAE 0.0593
     train: epoch 33 loss 0.042037  rmse 0.1093  df(ActivateDay.Avg) 0.0132  MAE 0.0632
               valid loss 0.013889  rmse 0.1089  df(ActivateDay.Avg) 0.0789  MAE 0.0658
     train: epoch 34 loss 0.042190  rmse 0.1095  df(ActivateDay.Avg) 0.0253  MAE 0.0638
               valid loss 0.013867  rmse 0.1088  df(ActivateDay.Avg) 0.0441  MAE 0.0622
     train: epoch 35 loss 0.041962  rmse 0.1093  df(ActivateDay.Avg) 0.0193  MAE 0.0633
               valid loss 0.013878  rmse 0.1088  df(ActivateDay.Avg) 0.0160  MAE 0.0598
     train: epoch 36 loss 0.042046  rmse 0.1094  df(ActivateDay.Avg) 0.0166  MAE 0.0635
               valid loss 0.013941  rmse 0.1091  df(ActivateDay.Avg) 0.1449  MAE 0.0678
     train: epoch 37 loss 0.042015  rmse 0.1093  df(ActivateDay.Avg) 0.0175  MAE 0.0632
               valid loss 0.013995  rmse 0.1093  df(ActivateDay.Avg) 0.1778  MAE 0.0691
     train: epoch 38 loss 0.042126  rmse 0.1095  df(ActivateDay.Avg) 0.0228  MAE 0.0637
               valid loss 0.013846  rmse 0.1087  df(ActivateDay.Avg) 0.0591  MAE 0.0632
     train: epoch 39 loss 0.041902  rmse 0.1092  df(ActivateDay.Avg) 0.0249  MAE 0.0637
               valid loss 0.013768  rmse 0.1084  df(ActivateDay.Avg) 0.0437  MAE 0.0625
                test loss 0.013465  rmse 0.1072  df(ActivateDay.Avg) 0.0795  MAE 0.0614
     train: epoch 40 loss 0.041770  rmse 0.1090  df(ActivateDay.Avg) 0.0191  MAE 0.0629
               valid loss 0.014067  rmse 0.1096  df(ActivateDay.Avg) 0.0222  MAE 0.0637
     train: epoch 41 loss 0.041655  rmse 0.1089  df(ActivateDay.Avg) 0.0203  MAE 0.0628
               valid loss 0.013913  rmse 0.1090  df(ActivateDay.Avg) 0.0680  MAE 0.0599
     train: epoch 42 loss 0.041660  rmse 0.1089  df(ActivateDay.Avg) 0.0204  MAE 0.0628
               valid loss 0.013858  rmse 0.1087  df(ActivateDay.Avg) 0.0961  MAE 0.0583
     train: epoch 43 loss 0.041495  rmse 0.1086  df(ActivateDay.Avg) 0.0102  MAE 0.0621
               valid loss 0.013833  rmse 0.1086  df(ActivateDay.Avg) 0.0507  MAE 0.0649
     train: epoch 44 loss 0.041357  rmse 0.1085  df(ActivateDay.Avg) 0.0242  MAE 0.0626
               valid loss 0.013830  rmse 0.1086  df(ActivateDay.Avg) 0.0669  MAE 0.0645
     train: epoch 45 loss 0.041646  rmse 0.1088  df(ActivateDay.Avg) 0.0210  MAE 0.0630
               valid loss 0.013759  rmse 0.1084  df(ActivateDay.Avg) 0.0420  MAE 0.0594
                test loss 0.013284  rmse 0.1065  df(ActivateDay.Avg) 0.0136  MAE 0.0581
     train: epoch 46 loss 0.041460  rmse 0.1086  df(ActivateDay.Avg) 0.0154  MAE 0.0624
               valid loss 0.013820  rmse 0.1086  df(ActivateDay.Avg) 0.0573  MAE 0.0633
     train: epoch 47 loss 0.041210  rmse 0.1083  df(ActivateDay.Avg) 0.0202  MAE 0.0625
               valid loss 0.013721  rmse 0.1082  df(ActivateDay.Avg) 0.0657  MAE 0.0635
                test loss 0.013417  rmse 0.1070  df(ActivateDay.Avg) 0.0976  MAE 0.0625
     train: epoch 48 loss 0.041110  rmse 0.1081  df(ActivateDay.Avg) 0.0123  MAE 0.0620
               valid loss 0.013835  rmse 0.1087  df(ActivateDay.Avg) 0.0768  MAE 0.0632
     train: epoch 49 loss 0.040987  rmse 0.1080  df(ActivateDay.Avg) 0.0200  MAE 0.0623
               valid loss 0.013719  rmse 0.1082  df(ActivateDay.Avg) 0.0256  MAE 0.0615
                test loss 0.013421  rmse 0.1070  df(ActivateDay.Avg) 0.0567  MAE 0.0604
best_epoch: 50.0000
  best_valid_rmse 0.1082  best_valid_df 0.0256  best_valid_MAE 0.0615 
  best_rmse 0.1070  best_df 0.0567 best_MAE 0.0604
