{'model_name': 'LSCNN', 'embedding_size': 64, 'hidden_size': 10, 'lstm_2_input_size': 100, 'lscnn_conv2_kernel': 3, 'lscnn_conv2_output_size': 20, 'lscnn_pool_kernel': 2, 'dropout_p': 0.1, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 14, 'future_day': 16, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.040921  rmse 0.1079  df(ActivateDay.Avg) 0.0667  MAE 0.0699
               valid loss 0.011788  rmse 0.1003  df(ActivateDay.Avg) 0.1586  MAE 0.0678
                test loss 0.012143  rmse 0.1018  df(ActivateDay.Avg) 0.1687  MAE 0.0682
      train: epoch 1 loss 0.033822  rmse 0.0981  df(ActivateDay.Avg) 0.0307  MAE 0.0623
               valid loss 0.011477  rmse 0.0990  df(ActivateDay.Avg) 0.0953  MAE 0.0666
                test loss 0.011890  rmse 0.1007  df(ActivateDay.Avg) 0.1053  MAE 0.0674
      train: epoch 2 loss 0.033367  rmse 0.0974  df(ActivateDay.Avg) 0.0262  MAE 0.0616
               valid loss 0.011335  rmse 0.0983  df(ActivateDay.Avg) 0.0341  MAE 0.0609
                test loss 0.011818  rmse 0.1004  df(ActivateDay.Avg) 0.0231  MAE 0.0620
      train: epoch 3 loss 0.033284  rmse 0.0973  df(ActivateDay.Avg) 0.0260  MAE 0.0615
               valid loss 0.011320  rmse 0.0983  df(ActivateDay.Avg) 0.0840  MAE 0.0585
                test loss 0.011801  rmse 0.1004  df(ActivateDay.Avg) 0.0775  MAE 0.0593
      train: epoch 4 loss 0.032908  rmse 0.0967  df(ActivateDay.Avg) 0.0181  MAE 0.0607
               valid loss 0.011310  rmse 0.0982  df(ActivateDay.Avg) 0.1293  MAE 0.0652
                test loss 0.011806  rmse 0.1004  df(ActivateDay.Avg) 0.1396  MAE 0.0660
      train: epoch 5 loss 0.032715  rmse 0.0965  df(ActivateDay.Avg) 0.0266  MAE 0.0609
               valid loss 0.011229  rmse 0.0979  df(ActivateDay.Avg) 0.0170  MAE 0.0609
                test loss 0.011629  rmse 0.0996  df(ActivateDay.Avg) 0.0045  MAE 0.0617
      train: epoch 6 loss 0.032800  rmse 0.0966  df(ActivateDay.Avg) 0.0131  MAE 0.0603
               valid loss 0.011252  rmse 0.0980  df(ActivateDay.Avg) 0.0301  MAE 0.0605
      train: epoch 7 loss 0.032694  rmse 0.0964  df(ActivateDay.Avg) 0.0192  MAE 0.0606
