{'model_name': 'CFIN', 'conv_size': 256, 'context_size': 32, 'embedding_size': 64, 'deep_layers': [100, 50], 'attn_enable': 1, 'attn_size': 128, 'kernel_size': 5, 'stride': 5, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'dropout_p': 0.1, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 14, 'future_day': 16, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.073231  rmse 0.1443  df(ActivateDay.Avg) 0.6359  MAE 0.0831
               valid loss 0.020598  rmse 0.1326  df(ActivateDay.Avg) 0.7653  MAE 0.0756
                test loss 0.020169  rmse 0.1312  df(ActivateDay.Avg) 0.7792  MAE 0.0743
      train: epoch 1 loss 0.053658  rmse 0.1235  df(ActivateDay.Avg) 0.3965  MAE 0.0750
               valid loss 0.016456  rmse 0.1185  df(ActivateDay.Avg) 0.4975  MAE 0.0723
                test loss 0.016233  rmse 0.1177  df(ActivateDay.Avg) 0.4877  MAE 0.0711
      train: epoch 2 loss 0.044502  rmse 0.1125  df(ActivateDay.Avg) 0.1104  MAE 0.0722
               valid loss 0.013574  rmse 0.1076  df(ActivateDay.Avg) 0.0775  MAE 0.0678
                test loss 0.013986  rmse 0.1092  df(ActivateDay.Avg) 0.0591  MAE 0.0682
      train: epoch 3 loss 0.042717  rmse 0.1102  df(ActivateDay.Avg) 0.0729  MAE 0.0713
               valid loss 0.015176  rmse 0.1138  df(ActivateDay.Avg) 0.4378  MAE 0.0696
      train: epoch 4 loss 0.041306  rmse 0.1084  df(ActivateDay.Avg) 0.0751  MAE 0.0699
               valid loss 0.013774  rmse 0.1084  df(ActivateDay.Avg) 0.1278  MAE 0.0702
      train: epoch 5 loss 0.041936  rmse 0.1092  df(ActivateDay.Avg) 0.0574  MAE 0.0705
               valid loss 0.013617  rmse 0.1078  df(ActivateDay.Avg) 0.0770  MAE 0.0688
      train: epoch 6 loss 0.041527  rmse 0.1087  df(ActivateDay.Avg) 0.0511  MAE 0.0698
               valid loss 0.014064  rmse 0.1095  df(ActivateDay.Avg) 0.2111  MAE 0.0725
