user_id,day_id,all#num,0#num,1#num,2#num,3#num,4#num,5#num,register_type,device_type
744025,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,283
1270299,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,259
571220,28,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,2
1308501,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23
745554,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
1031012,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,650
913297,28,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2,593
266500,28,17.0,13.0,1.0,1.0,2.0,0.0,0.0,0,403
475120,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135
547944,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9
916655,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10
719262,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
1026175,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10
1140342,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,145
688100,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,214
1342459,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24
926263,28,29.0,29.0,0.0,0.0,0.0,0.0,0.0,1,96
40710,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
246954,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
153579,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21
161418,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,113
649526,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1359
376694,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46
1265894,28,39.0,38.0,0.0,0.0,1.0,0.0,0.0,1,8
290029,28,170.0,168.0,0.0,2.0,0.0,0.0,0.0,0,17
926952,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,480
70931,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11
319938,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50
711107,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28
872383,28,141.0,139.0,2.0,0.0,0.0,0.0,0.0,1,162
324085,28,360.0,352.0,4.0,4.0,0.0,0.0,0.0,1,41
720967,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
895912,28,62.0,62.0,0.0,0.0,0.0,0.0,0.0,2,8
396421,28,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0,122
605799,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1040
374225,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9
188120,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,63
4416,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9
245385,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20
1244564,28,198.0,195.0,3.0,0.0,0.0,0.0,0.0,1,353
321610,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96
998568,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,19
362447,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55
508312,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17
828824,28,68.0,64.0,1.0,3.0,0.0,0.0,0.0,0,693
604296,28,256.0,256.0,0.0,0.0,0.0,0.0,0.0,0,31
1040779,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59
104515,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,32
909345,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
584573,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1754
809615,28,140.0,138.0,0.0,2.0,0.0,0.0,0.0,0,15
705594,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,196
544673,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,546
1353252,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,397
1228936,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,465
130304,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,483
636433,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,54
649913,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2540
300198,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,35
958588,28,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1043
365947,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,990
546663,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,22
358836,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,428
572651,28,145.0,139.0,0.0,6.0,0.0,0.0,0.0,2,408
200677,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,256
121072,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16
283372,28,403.0,379.0,11.0,13.0,0.0,0.0,0.0,0,13
1046808,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33
286389,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
785752,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5768
65439,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34
1070734,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9
409296,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2
507130,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
46089,28,41.0,38.0,2.0,1.0,0.0,0.0,0.0,1,11
363195,28,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0,0
826213,28,13.0,13.0,0.0,0.0,0.0,0.0,0.0,2,5
1095380,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,671
742578,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13
278433,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1394
323276,28,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0,86
1080404,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5
371793,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
581535,28,644.0,634.0,2.0,0.0,8.0,0.0,0.0,0,243
623713,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9
613814,28,234.0,234.0,0.0,0.0,0.0,0.0,0.0,1,70
1230657,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
181217,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6
393403,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,205
647111,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562
301007,28,72.0,72.0,0.0,0.0,0.0,0.0,0.0,1,191
1720,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
135240,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,598
1005097,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
1265157,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,177
422203,28,56.0,42.0,4.0,10.0,0.0,0.0,0.0,0,767
491162,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14
392276,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,80
1119103,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,542
493601,28,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,2
987199,28,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,23
428929,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,325
764894,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13
901027,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1917
716335,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
1132054,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68
1201394,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9
79180,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1401
363940,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,385
1171561,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,23664
29588,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46
225105,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0
479488,28,243.0,243.0,0.0,0.0,0.0,0.0,0.0,2,0
1349377,28,381.0,375.0,5.0,1.0,0.0,0.0,0.0,0,237
