{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.1, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 14, 'future_day': 16, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.074723  rmse 0.1458  df(ActivateDay.Avg) 0.9336  MAE 0.0802
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
                test loss 0.024619  rmse 0.1449  df(ActivateDay.Avg) 1.0000  MAE 0.0788
      train: epoch 1 loss 0.070688  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
                test loss 0.024619  rmse 0.1449  df(ActivateDay.Avg) 1.0000  MAE 0.0788
      train: epoch 2 loss 0.070730  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
                test loss 0.024619  rmse 0.1449  df(ActivateDay.Avg) 1.0000  MAE 0.0788
      train: epoch 3 loss 0.070707  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024401  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
                test loss 0.024619  rmse 0.1449  df(ActivateDay.Avg) 1.0000  MAE 0.0788
      train: epoch 4 loss 0.070715  rmse 0.1418  df(ActivateDay.Avg) 0.9822  MAE 0.0775
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
      train: epoch 5 loss 0.070669  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
      train: epoch 6 loss 0.070712  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
      train: epoch 7 loss 0.070729  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
      train: epoch 8 loss 0.070722  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
      train: epoch 9 loss 0.070682  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 10 loss 0.070643  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 11 loss 0.070715  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 12 loss 0.070735  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 13 loss 0.070753  rmse 0.1419  df(ActivateDay.Avg) 0.9863  MAE 0.0774
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 14 loss 0.070737  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 15 loss 0.070706  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 16 loss 0.070722  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 17 loss 0.070735  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 18 loss 0.070456  rmse 0.1416  df(ActivateDay.Avg) 1.0000  MAE 0.0770
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
     train: epoch 19 loss 0.070731  rmse 0.1418  df(ActivateDay.Avg) 1.0000  MAE 0.0771
               valid loss 0.024402  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
