{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.1, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 50, 'DataSet': 'kddcup2015', 'day': 14, 'future_day': 16, 'data_dilution_ratio': 1.0, 'whether_process': False, 'loss_func': 'MSE', 'cuda': 0, 'bce_weight': 0.05, 'multi_task_enable': 0, 'fine_grained': 0, 'device': device(type='cuda', index=0), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'act_feat_num': 7}
      train: epoch 0 loss 0.076091  rmse 0.1471  df(ActivateDay.Avg) 0.9506  MAE 0.0808
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
                test loss 0.022480  rmse 0.1385  df(ActivateDay.Avg) 1.0000  MAE 0.0745
      train: epoch 1 loss 0.073358  rmse 0.1445  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
                test loss 0.022480  rmse 0.1385  df(ActivateDay.Avg) 1.0000  MAE 0.0745
      train: epoch 2 loss 0.073358  rmse 0.1445  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
                test loss 0.022480  rmse 0.1385  df(ActivateDay.Avg) 1.0000  MAE 0.0745
      train: epoch 3 loss 0.073343  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
                test loss 0.022480  rmse 0.1385  df(ActivateDay.Avg) 1.0000  MAE 0.0745
      train: epoch 4 loss 0.073353  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
                test loss 0.022480  rmse 0.1385  df(ActivateDay.Avg) 1.0000  MAE 0.0745
      train: epoch 5 loss 0.073965  rmse 0.1450  df(ActivateDay.Avg) 0.9821  MAE 0.0794
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
      train: epoch 6 loss 0.073291  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
      train: epoch 7 loss 0.073359  rmse 0.1445  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
      train: epoch 8 loss 0.073338  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
      train: epoch 9 loss 0.073277  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 10 loss 0.073215  rmse 0.1443  df(ActivateDay.Avg) 1.0000  MAE 0.0786
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 11 loss 0.073349  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 12 loss 0.073353  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 13 loss 0.073354  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 14 loss 0.073341  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 15 loss 0.073318  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 16 loss 0.073354  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 17 loss 0.073346  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 18 loss 0.073341  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 19 loss 0.073356  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 20 loss 0.073327  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 21 loss 0.073269  rmse 0.1444  df(ActivateDay.Avg) 0.9924  MAE 0.0788
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 22 loss 0.073356  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
               valid loss 0.023941  rmse 0.1429  df(ActivateDay.Avg) 1.0000  MAE 0.0783
     train: epoch 23 loss 0.073337  rmse 0.1444  df(ActivateDay.Avg) 1.0000  MAE 0.0787
