enrollment_id,day,all#num,problem#num,video#num,access#num,wiki#num,discussion#num,navigate#num,page_close#num,user_image_1,user_image_2
30,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31,6,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0
45,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
50,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
68,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
69,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
75,6,20.0,0.0,4.0,8.0,0.0,0.0,2.0,6.0,0,0
87,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
97,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
101,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
104,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
111,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
113,6,21.0,4.0,2.0,10.0,0.0,0.0,1.0,4.0,0,0
119,6,60.0,0.0,2.0,18.0,3.0,3.0,22.0,12.0,0,0
123,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
143,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
151,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
166,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
171,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
180,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
193,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
219,6,20.0,0.0,0.0,4.0,0.0,12.0,2.0,2.0,0,0
223,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
228,6,21.0,4.0,2.0,8.0,0.0,0.0,2.0,5.0,0,0
250,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
255,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
257,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
275,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
305,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
320,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
321,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
343,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
353,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
354,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
361,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
364,6,21.0,0.0,0.0,11.0,1.0,1.0,7.0,1.0,0,0
379,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
425,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
466,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
474,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
475,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
482,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
487,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
491,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
496,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
507,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
511,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
512,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
518,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
520,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
523,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
527,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
530,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
541,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
545,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
546,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
562,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
583,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
591,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
594,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
617,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
634,6,19.0,0.0,0.0,9.0,0.0,0.0,6.0,4.0,0,0
635,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
646,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
650,6,50.0,0.0,0.0,30.0,0.0,0.0,3.0,17.0,0,0
659,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
663,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
677,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
685,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
686,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
689,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
690,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
712,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
715,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
718,6,8.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0,0
721,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
722,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
724,6,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0
727,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
730,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
734,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
736,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
742,6,9.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,0,0
744,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
749,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
760,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
762,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
763,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
777,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
780,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
785,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
789,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
800,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
824,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
835,6,7.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0,0
839,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
840,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
843,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
863,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
871,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
904,6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
917,6,25.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0,0
924,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
933,6,61.0,0.0,0.0,28.0,0.0,6.0,6.0,21.0,0,0
946,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
952,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
956,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
966,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
976,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
980,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
984,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
985,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
989,6,16.0,0.0,2.0,8.0,0.0,0.0,1.0,5.0,0,0
1001,6,8.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0,0
1006,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1008,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1011,6,10.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,0,0
1035,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1054,6,53.0,5.0,5.0,16.0,0.0,10.0,3.0,14.0,0,0
1056,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1057,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1066,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1076,6,29.0,7.0,4.0,12.0,0.0,0.0,0.0,6.0,0,0
1096,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1099,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1108,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1138,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1140,6,8.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0,0
1149,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1158,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1180,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1185,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1186,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1191,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1201,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1202,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1223,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1243,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1246,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1249,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1269,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1270,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1278,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1284,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1306,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1308,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1312,6,13.0,0.0,0.0,6.0,0.0,0.0,5.0,2.0,0,0
1313,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
