enrollment_id,day,all#num,problem#num,video#num,access#num,wiki#num,discussion#num,navigate#num,page_close#num,user_image_1,user_image_2
30,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
45,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48,28,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0,0
50,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
68,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
69,28,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
75,28,97.0,33.0,6.0,38.0,0.0,0.0,11.0,9.0,0,0
87,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
92,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
97,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
101,28,28.0,9.0,0.0,16.0,0.0,0.0,3.0,0.0,0,0
104,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
111,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
113,28,11.0,0.0,3.0,4.0,0.0,0.0,0.0,4.0,0,0
119,28,14.0,4.0,3.0,5.0,0.0,0.0,0.0,2.0,0,0
123,28,80.0,17.0,12.0,30.0,0.0,0.0,1.0,20.0,0,0
129,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
143,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
151,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
166,28,103.0,25.0,14.0,39.0,0.0,0.0,3.0,22.0,0,0
167,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
171,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
180,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
193,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
219,28,214.0,32.0,0.0,67.0,0.0,88.0,8.0,19.0,0,0
223,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
228,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
250,28,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0
254,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
255,28,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
257,28,13.0,3.0,1.0,6.0,0.0,0.0,0.0,3.0,0,0
275,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
305,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
320,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
321,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
334,28,22.0,0.0,1.0,14.0,0.0,0.0,2.0,5.0,0,0
343,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
353,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
354,28,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0,0
361,28,15.0,0.0,4.0,5.0,0.0,0.0,2.0,4.0,0,0
364,28,11.0,4.0,0.0,5.0,0.0,0.0,2.0,0.0,0,0
379,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
425,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
466,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
474,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
475,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
482,28,19.0,1.0,2.0,9.0,0.0,0.0,1.0,6.0,0,0
487,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
491,28,44.0,7.0,3.0,22.0,0.0,0.0,3.0,9.0,0,0
496,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
507,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
511,28,5.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0,0
512,28,41.0,8.0,2.0,16.0,0.0,0.0,4.0,11.0,0,0
518,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
520,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
523,28,93.0,16.0,10.0,36.0,0.0,0.0,5.0,26.0,0,0
527,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
530,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
541,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
545,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
546,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
562,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
583,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
591,28,17.0,0.0,0.0,2.0,0.0,10.0,4.0,1.0,0,0
594,28,82.0,17.0,6.0,36.0,0.0,2.0,3.0,18.0,0,0
617,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
634,28,70.0,11.0,6.0,31.0,1.0,2.0,6.0,13.0,0,0
635,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
646,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
650,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
659,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
663,28,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
677,28,31.0,4.0,3.0,14.0,0.0,0.0,2.0,8.0,0,0
685,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
686,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
689,28,12.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,0,0
690,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
712,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
715,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
718,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
721,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
722,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
724,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
727,28,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0
730,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
734,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
736,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
742,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
744,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
749,28,46.0,1.0,10.0,21.0,0.0,0.0,1.0,13.0,0,0
760,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
762,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
763,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
777,28,341.0,7.0,66.0,136.0,0.0,29.0,30.0,73.0,0,0
780,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
785,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
789,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
800,28,17.0,0.0,4.0,5.0,0.0,1.0,3.0,4.0,0,0
824,28,21.0,0.0,3.0,9.0,0.0,0.0,5.0,4.0,0,0
835,28,34.0,2.0,3.0,16.0,0.0,0.0,3.0,10.0,0,0
839,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
840,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
843,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
863,28,40.0,4.0,5.0,16.0,1.0,0.0,2.0,12.0,0,0
871,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
904,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
917,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
924,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
933,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
946,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
952,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
956,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
966,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
976,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
980,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
984,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
985,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
989,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1001,28,109.0,18.0,11.0,46.0,0.0,0.0,4.0,30.0,0,0
1006,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1008,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1011,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1035,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
