enrollment_id,day,all#num,problem#num,video#num,access#num,wiki#num,discussion#num,navigate#num,page_close#num,user_image_1,user_image_2
30,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
31,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
45,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
48,29,71.0,13.0,15.0,22.0,0.0,0.0,1.0,20.0,0,0
50,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
68,29,25.0,6.0,1.0,14.0,0.0,0.0,3.0,1.0,0,0
69,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
75,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
87,29,108.0,12.0,2.0,32.0,1.0,47.0,11.0,3.0,0,0
92,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
97,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
101,29,4.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0,0
104,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
111,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
113,29,12.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0,0
119,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
123,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
129,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
143,29,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
151,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
164,29,7.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0,0
166,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
167,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
171,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
180,29,11.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0,0
193,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
195,29,135.0,8.0,15.0,65.0,0.0,8.0,15.0,24.0,0,0
219,29,106.0,6.0,0.0,26.0,0.0,55.0,7.0,12.0,0,0
223,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
228,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
250,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
255,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
257,29,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0
275,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
305,29,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
320,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
321,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
334,29,28.0,7.0,2.0,12.0,0.0,0.0,1.0,6.0,0,0
343,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
353,29,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0
354,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
361,29,7.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0,0
364,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
379,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
425,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
466,29,45.0,6.0,1.0,33.0,0.0,0.0,3.0,2.0,0,0
474,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
475,29,48.0,10.0,6.0,17.0,0.0,0.0,1.0,14.0,0,0
482,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
487,29,7.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,0,0
491,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
496,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
507,29,7.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0,0
511,29,37.0,8.0,2.0,21.0,0.0,0.0,3.0,3.0,0,0
512,29,71.0,10.0,9.0,29.0,0.0,1.0,1.0,21.0,0,0
518,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
520,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
523,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
527,29,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0
530,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
541,29,24.0,7.0,0.0,8.0,0.0,2.0,4.0,3.0,0,0
545,29,33.0,12.0,4.0,8.0,0.0,0.0,2.0,7.0,0,0
546,29,21.0,2.0,0.0,10.0,0.0,2.0,3.0,4.0,0,0
562,29,14.0,0.0,3.0,6.0,0.0,0.0,2.0,3.0,0,0
583,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
591,29,79.0,9.0,0.0,25.0,1.0,22.0,13.0,9.0,0,0
594,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
617,29,52.0,20.0,2.0,23.0,0.0,0.0,6.0,1.0,0,0
634,29,44.0,14.0,0.0,15.0,0.0,6.0,2.0,7.0,0,0
635,29,33.0,16.0,2.0,10.0,0.0,0.0,1.0,4.0,0,0
646,29,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
650,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
659,29,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0,0
663,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
677,29,13.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0,0,0
685,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
686,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
689,29,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0,0
690,29,59.0,4.0,11.0,25.0,0.0,2.0,3.0,14.0,0,0
712,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
715,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
718,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
721,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
722,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
724,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
727,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
730,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
734,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
736,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
742,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
744,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
